food_name,tag_name,serving_unit,serving_qty,nf_calories
cheesy tots,cheesy tater tots,cheesy tot,1,26.36
broccoli tots,broccoli tots,tot,1,18.75
zucchini tots,zucchini tots,tot,1,7.68
medium sonic tots,"sonic tater tots, medium",g,144,360
sonic tots medium,"sonic tater tots, medium",g,144,360
chili cheese tots,chili cheese tater tots,cup,1,373.12
pizza inn tator tots,pizza inn tator tots,ounces,3,160
green giant veggie tots cauliflower,green giant veggie tots cauliflower,pieces,6,110
venison,venison,serving ( 3 oz ),1,127.5
venison meat,venison,serving ( 3 oz ),1,127.5
venison bacon,venison bacon,oz,1,68.64
venison chili,venison chili,bowl (about 2 cups),1,564.6
venison roast,venison shoulder,serving ( 3 oz ),1,162.35
venison steak,venison steak,serving ( 3 oz ),1,129.2
roast venison,venison shoulder,serving ( 3 oz ),1,162.35
venison chilli,venison chili,bowl (about 2 cups),1,564.6
venison burger,venison burger,burger,1,750.08
venison steaks,venison steak,serving ( 3 oz ),1,129.2
ground venison,ground venison,serving ( 3 oz ),1,158.95
venison sausage,deer sausage,link,1,223.05
venison hamburger,venison burger,burger,1,750.08
venison tenderloin,venison tenderloin,oz,1,34.02
venison bacon burger,venison burger,burger,1,750.08
venison cheeseburger,venison cheeseburger,burger,1,750.08
cooked venison bacon,venison bacon,oz,1,68.64
summer sausage venison,venison summer sausage,oz,2,148.24
venison summer sausage,venison summer sausage,oz,2,148.24
waffles,waffle,"waffle, round (7"" dia)",1,218.25
oat waffles,oatmeal waffle,"large waffle (8"")",1,?
eggo waffles,eggo waffle,waffles,2,?
waffles eggo,eggo waffle,waffles,2,140
wheat waffles,whole grain waffle,waffle,1,?
bacon waffles,bacon waffle,"9"" square waffle",1,619.8
potato waffles,potato waffle,frozen waffle,1,106.48
frozen waffles,frozen waffle,waffle,1,97.3
banana waffles,banana waffle,"7"" waffle",1,363.03
pumpkin waffles,pumpkin waffle,"round waffle (8"")",1,218.82
cinnamon waffles,cinnamon waffle,"waffle, round (7"" dia)",1,218.25
bisquick waffles,bisquick waffles,square piece,1,125.48
blueberry waffles,blueberry waffle,waffle,1,?
strawberry waffles,strawberry waffle,"7"" round waffle",1,?
buttermilk waffles,buttermilk waffle,"waffle, round (7"" dia)",1,218.25
whole grain waffles,whole grain waffle,waffle,1,70.92
chicken and waffles,chicken and waffles,waffle with chicken and syrup,1,1012.31
chocolate chip waffles,chocolate chip waffle,waffle,1,227.7
eggo chocolate chip waffles,"eggo waffle, chocolate chip",waffles,2,200
vans 8 whole grains waffles,vans 8 whole grains waffles,waffles,2,160
wine,still wine,glass,1,122.01
wine red,red wine,glass,1,124.95
red wine,red wine,glass,1,124.95
wine rose,rose wine,glass,1,125.74
plum wine,plum wine,glass (4.1 fl oz),1,164.8
port wine,port,fl oz,1,14.5
wine white,white wine,serving (5 fl oz),1,120.54
white wine,white wine,serving (5 fl oz),1,120.54
sherry wine,sherry,fl oz,1,14.5
wine cooler,wine cooler,fl oz,11.2,227.8
malbec wine,malbec,glass,1,?
moscato wine,muscato wine,serving (5 fl oz),1,?
dessert wine,sweet dessert wine,glass (3.5 fl oz),1,164.8
sparkling wine,sparkling wine,flute,1,120.54
red wine sauce,bordelaise sauce,cup,0.25,46.24
red wine merlot,merlot,serving 5 fl oz,1,122.01
chardonnay wine,chardonnay,serving 5 fl oz,1,123.48
red wine vinegar,red wine vinegar,tbsp,1,2.83
white wine sangria,white wine sangria,drink,1,160.32
red wine pinot noir,pinot noir,serving (5 fl oz),1,120.54
walnuts,walnut,walnut half,1,13.28
black walnuts,black walnuts,oz,1,175.49
walnuts chopped,chopped walnuts,tbsp,1,49.05
chopped walnuts,chopped walnuts,tbsp,1,49.05
candied walnuts,candied walnut,pieces,10,63.61
sugared walnuts,candied walnut,pieces,10,63.61
unknown walnuts raw,unknown walnuts raw,cup,0.25,210
kirkland signature walnuts,kirkland signature walnuts,cup,0.25,200
zucchini and walnuts muffin,zucchini walnut muffin,medium muffin,1,373.78
zucchini muffin with walnuts,zucchini walnut muffin,medium muffin,1,373.78
salad with apples and walnuts,apple walnut salad,cup,1,71.05
chocolate cookie with walnuts,chocolate walnut cookie,medium cookie,1,144.48
chocolate chip cookie with walnuts,chocolate chip cookie with walnuts,cookie,1,133.32
emerald natural almonds and walnuts,emerald natural almonds and walnuts,package,1,100
kirkland signature nut bar almonds cashews and walnuts,kirkland signature nut bar almonds cashews and walnuts,bar,1,210
yogurt,yogurt,container (6 oz),1,107.1
light yogurt,light yogurt,container (6 oz),1,?
fruit yogurt,fruit yogurt,container (6 oz),1,161.5
greek yogurt,greek yogurt,oz,6,?
plain yogurt,plain yogurt,container (6 oz),1,?
frozen yogurt,frozen yogurt,cup,1,?
lowfat yogurt,low fat yogurt,container (6 oz),1,168.3
nonfat yogurt,nonfat plain yogurt,container (6 oz),1,?
activia yogurt,activia yogurt,container,1,?
vanilla yogurt,vanilla yogurt,container (6 oz),1,?
yogurt parfait,yogurt parfait,item,1,125.16
yoplait yogurt,yoplait,container (6 oz),1,168.3
0 greek yogurt,0% greek yogurt,oz,1,23.25
yogurt smoothie,yogurt shake,fl oz,12,236.68
2% greek yogurt,2% greek yogurt,container (7 oz),1,146
yogurt blueberry,blueberry yogurt,container (6 oz),1,168.3
yogurt strawberry,strawberry yogurt,container (6 oz),1,168.3
plain greek yogurt,plain greek yogurt,oz,6,100.3
greekpastures greek yogurt,greekpastures greek yogurt,container,1,130
ziti,ziti,cup ziti,1,169.06
ziti pasta,baked ziti,serving (2 cups),1,579.26
baked ziti,baked ziti,serving (2 cups),1,579.26
ziti noodles,ziti,cup ziti,1,169.06
vegetable ziti,Vegetable Ziti,Serving,1,539.36
baked ziti pasta,baked ziti,serving (2 cups),1,579.26
baked vegetable ziti,Vegetable Ziti,Serving,1,539.36
chicken broccoli ziti,chicken and broccoli ziti,cups,2,558.07
chicken and broccoli ziti,chicken and broccoli ziti,cups,2,558.07
roasted vegetable baked ziti,Vegetable Ziti,Serving,1,539.36
zucchini,zucchini,medium,1,32.55
zucchinis,zucchini,medium,1,32.55
raw zucchini,zucchini,medium,1,32.55
zucchini cake,zucchini cake,piece,1,216.38
zucchini soup,zucchini soup,bowl (2 cups),1,249.37
zucchini fries,zucchini fries,piece,1,16.78
zucchini pasta,zucchini noodles,cup,1,20.06
zucchini bread,zucchini bread,slice,1,153.68
fried zucchini,fried zucchini,piece,1,18.86
zucchini chips,zucchini chips,cup,1,198.82
zucchini cooked,"zucchini, cooked",medium,1,32.55
cooked zucchini,"zucchini, cooked",medium,1,32.55
zucchini muffin,zucchini muffin,medium muffin,1,347.62
zucchini grilled,grilled zucchini,cup,1,74.17
sauteed zucchini,sauteed squash,cup,1,60.37
grilled zucchini,grilled zucchini,cup,1,74.17
soup,soup,serving 1 cup,1,?
bean soup,bean soup,cup,1,113.62
tofu soup,tofu soup,cup,1,129.37
miso soup,miso soup,cup,1,58.95
onion soup,soup mix,serving 1 cup,1,?
tomato soup,tomato soup,bowl (2 cups),1,?
lentil soup,lentil soup,cup (8 fl oz),1,?
pumpkin soup,pumpkin soup,bowl (2 cups),1,241.09
chicken soup,chicken vegetable soup,bowl (2 cups),1,168.3
seafood soup,cioppino,bowl (2 cups),1,379.78
tortilla soup,chicken tortilla soup,bowl (2 cups),1,259.7
mushroom soup,cream of mushroom,cup,0.5,99.54
split pea soup,pea soup,serving 1 cup,1,157.99
vegetable soup,vegetable soup,bowl (2 cups),1,159.06
sweet potato soup,sweet potato soup,serving,1,150.13
chicken noodle soup,chicken noodle soup,bowl (2 cups),1,124
asparagus,asparagus,spears,5,16.5
asparagus dip,asparagus dip,cup,1,622.06
asparagus soup,cream of asparagus soup,cup (8 fl oz),1,161.2
asparagus stalk,asparagus stalks,spears,5,16.5
asparagus pizza,white asparagus pizza,medium slice,1,306.91
asparagus spear,asparagus spears,spears,5,16.5
asparagus spears,asparagus spears,spears,5,16.5
asparagus stalks,asparagus stalks,spears,5,16.5
asparagus grilled,roasted asparagus,spears,6,45.08
asparagus roasted,roasted asparagus,spears,6,45.08
asparagus sauteed,roasted asparagus,spears,6,45.08
roasted asparagus,roasted asparagus,spears,6,45.08
grilled asparagus,roasted asparagus,spears,6,45.08
sauteed asparagus,roasted asparagus,spears,6,45.08
baked asparagus dip,asparagus dip,cup,1,622.06
cream asparagus soup,cream of asparagus soup,cup (8 fl oz),1,161.2
alpine fresh asparagus,alpine fresh asparagus,spears,6,25
smoked salmon asparagus roll,smoked salmon and asparagus roll,roll,1,230.21
smoked salmon and asparagus roll,smoked salmon and asparagus roll,roll,1,230.21
outback steakhouse grilled asparagus,outback steakhouse grilled asparagus,Serving,1,60
apples,apple,"medium (3"" dia)",1,94.64
applesauce,apple sauce,container,1,75.48
red apples,red apple,"medium (3"" dia)",1,94.64
gala apples,gala apple,medium,1,98.04
fuji apples,fuji apple,medium,1,120.96
applesauces,apple sauce,container,1,75.48
dried apples,dried apple,ring,1,15.55
baked apples,Baked Apple,apple,1,172.64
green apples,green apple,"medium (3"" dia)",1,94.64
cinnamon apples,fried apples,cup,1,233.86
motts applesauce,motts applesauce,container,1,90
applesauce pouch,fruit pouch,pouch,1,61.2
honeycrisp apples,honeycrisp apple,"medium (3"" dia)",1,94.64
applesauce cinnamon,cinnamon applesauce,container,1,75.48
cinnamon applesauce,cinnamon applesauce,container,1,75.48
strawberry applesauce,strawberry applesauce,container,1,?
unsweetened applesauce,unsweetened applesauce,cup,1,?
applesauce unsweetened,unsweetened applesauce,cup,1,102.48
motts cinnamon applesauce,motts cinnamon applesauce,cup,0.5,110
evans apples green apples,evans apples green apples,medium apple,1,80
alfalfa,alfalfa,cup,1,7.59
alfalfa sprout,alfalfa,cup,1,7.59
alfalfa sprouts,alfalfa,cup,1,7.59
acorn squash,acorn squash,"cup, cubes",1,114.8
acorn squash soup,acorn squash soup,bowl (2 cups),1,313.27
mash acorn squash,mashed acorn squash,"cup, mashed",1,83.3
acorn squash mash,mashed acorn squash,"cup, mashed",1,83.3
mashed acorn squash,mashed acorn squash,"cup, mashed",1,83.3
acorn squash mashed,mashed acorn squash,"cup, mashed",1,83.3
roasted acorn squash soup,acorn squash soup,bowl (2 cups),1,313.27
squash,squash,"cup, sliced",1,41.4
squash soup,butternut squash soup,bowl (2 cups),1,219.92
yellow squash,yellow squash,medium,1,68.4
kabocha squash,kabocha squash,squash,1,226.8
steamed squash,squash,"cup, sliced",1,41.4
squash pancakes,zucchini fritter,fritter,1,82.72
zucchini squash,zucchini,medium,1,32.55
delicata squash,delicata squash,cup,1,75.85
spagetti squash,spaghetti squash,squash,1,?
spaghetti squash,spaghetti squash,squash,1,?
butternut squash,butternut squash,"cup, cubes",1,82
stir fried squash,squash stir fry,cup,1,60.37
orange squash drink,orange squash,ml,100,45.88
grilled summer squash,grilled zucchini,cup,1,74.17
butternut squash farro,butternut squash farro,serving,1,356.35
baked spaghetti squash,roasted spaghetti squash,cup,1,79.66
butternut squash ravioli,butternut squash ravioli,cup without sauce,1,227.49
roasted butternut squash,roasted butternut squash,cup,1,158.38
butternut squash enchilada,butternut squash enchiladas,enchilada,1,232.15
almond,almond,almond,1,7.71
almonds,almond,almond,1,7.71
almondmilk,almond milk,cup,1,56.04
almond oil,almond oil,tablespoon,1,120.22
almonds raw,raw almonds,almond,1,6.95
almond milk,almond milk,cup,1,56.04
raw almonds,raw almonds,almond,1,6.95
almond flour,almond flour,cup,1,648.48
almond butter,almond butter,tbsp,1,98.24
cocoa almonds,cocoa almond,almond,1,6.51
salted almonds,"almonds, salted",almond,1,7.71
yogurt almonds,yogurt covered almond,almond,1,19.03
sliced almonds,sliced almonds,"cup, sliced",1,532.68
almond granola,"granola, apple cranberry almond",cup,1,409.64
almond pancake,almond flour pancake,"large pancake (7"")",1,220.98
roasted almonds,"almonds, salted",almond,1,7.71
coconut almonds,coconut almonds,oz,1,?
slivered almonds,slivered almonds,cup,0.25,?
chocolate almonds,dark chocolate almonds,almond,1,?
unsweetened almond milk,unsweetened almond milk,cup,1,29.88
artichoke,artichoke,"artichoke, medium",1,63.6
artichokes,artichoke,"artichoke, medium",1,63.6
artichoke dip,artichoke dip,cup,0.25,113.7
can artichoke,canned artichoke hearts,can,1,130.05
artichoke heart,artichoke heart,heart,1,14.31
artichoke hearts,artichoke heart,heart,1,14.31
artichoke chicken,artichoke chicken,piece,1,556.01
artichoke flatbread,artichoke flatbread,flatbread,1,680.15
pesto artichoke dip,artichoke pesto layer dip,tbsp,2,71.31
jerusalem artichoke,jerusalem artichoke,cup slices,1,109.5
can artichoke hearts,canned artichoke hearts,can,1,130.05
spinach artichoke dip,spinach artichoke dip,cup,0.25,113.7
canned artichoke hearts,canned artichoke hearts,can,1,130.05
spinach and artichoke dip,spinach artichoke dip,cup,0.25,113.7
artichoke flatbread pizza,artichoke flatbread,flatbread,1,680.15
marinated artichoke hearts,marinated artichoke hearts,quarter heart piece,1,10.34
thin crust artichoke pizza,Thin crust vegetable pizza,large slice,1,237.74
spinach and artichoke hummus,spinach artichoke hummus,cup,0.25,99.6
artichoke and spinach hummus,spinach artichoke hummus,cup,0.25,99.6
applebees spinach and artichoke dip,applebees spinach and artichoke dip,serving,1,950
motts mango applesauce,motts mango applesauce,bottle,1,120
fruitastics applesauce,fruitastics applesauce pouch,pouch,1,61.2
motts natural applesauce,mott's unsweetened applesauce,g,111,50
motts sweetened applesauce,motts applesauce,container,1,90
motts applesauce unsweetened,mott's unsweetened applesauce,g,111,50
fruitastics applesauce pouch,fruitastics applesauce pouch,pouch,1,61.2
motts fruitsations applesauce,mott's fruitsations applesauce,container,1,75.48
motts no sugar added applesauce,mott's unsweetened applesauce,g,111,50
motts healthy harvest applesauce,mott's healthy harvest,cup,1,102.48
gogo squeez organic applesauce on the go,gogo squeez organic applesauce on the go,pouch,1,60
ahi,ahi tuna,oz,3,110.5
ahi poke,ahi tuna poke,cup,1,261.7
ahi tuna,ahi tuna,oz,3,110.5
ahi salad,ahi tuna salad,salad with dressing,1,632.9
ahi tuna poke,ahi tuna poke,cup,1,261.7
ahi poke bowl,poke bowl,bowl,1,662.09
ahi tuna salad,ahi tuna salad,salad with dressing,1,632.9
salad with ahi,ahi tuna salad,salad with dressing,1,632.9
ahi tuna burger,tuna burger,burger on bun,1,472.12
seared ahi salad,ahi tuna salad,salad with dressing,1,632.9
salad with ahi tuna,ahi tuna salad,salad with dressing,1,632.9
seared ahi tuna salad,ahi tuna salad,salad with dressing,1,632.9
ahi tuna burger on bun,tuna burger,burger on bun,1,472.12
ahi tna stk indonsa09495,ahi tuna,oz,3,110.5
salad with seared ahi tuna,ahi tuna salad,salad with dressing,1,632.9
specially selected seared ahi tuna,specially selected seared ahi tuna,oz,3,120
tuna,cooked tuna,oz,3,110.5
tunafish,Tuna fish,can,1,220.16
tunamelt,tuna melt,sandwich,1,551.45
raw tuna,raw tuna,"oz, boneless",1,30.9
can tuna,canned tuna,can,1,220.16
tuna roll,tuna roll,roll,1,193.9
tunasalad,tuna salad,cup,1,383.35
tuna fish,Tuna fish,can,1,220.16
fresh tuna,fresh tuna,oz,3,156.4
tuna steak,tuna steak,tuna steak,1,184.28
tuna salad,tuna salad,cup,1,383.35
tuna pouch,tuna pouch,pouch (2.6 oz),1,78.82
light tuna,canned light tuna,can,1,141.9
tuna sushi,tuna nigiri,piece,2,117.49
subway tuna,subway tuna,grams,74,250
canned tuna,canned tuna,can,1,220.16
tuna in water,Tuna fish,can,1,220.16
tuna sandwich,tuna salad sandwich,sandwich,1,438.33
albacore tuna,Tuna fish,can,1,220.16
white albacore,Tuna fish,can,1,220.16
albacore nigiri,albacore nigiri,piece,2,117.49
albacore tuna can,canned tuna,can,1,220.16
albacore tuna steak,tuna steak,tuna steak,1,184.28
albacore tuna nigiri,albacore nigiri,piece,2,117.49
albacore tuna in oil,albacore tuna canned in oil,oz,3,158.1
albacore nigiri sushi,albacore nigiri,piece,2,117.49
can albacore tuna in oil,albacore tuna canned in oil,oz,3,158.1
albacore tuna nigiri sushi,albacore nigiri,piece,2,117.49
albacore tuna canned in oil,albacore tuna canned in oil,oz,3,158.1
american tuna wild albacore,american tuna wild albacore,oz,2,100
canned albacore tuna in oil,albacore tuna canned in oil,oz,3,158.1
bumble bee solid white albacore in water,bumble bee solid white albacore in water,cup,0.25,60
starkist solid white albacore tuna in water,starkist solid white albacore tuna in water,cup,0.25,50
bumblebee solid white albacore tune in water,bumblebee solid white albacore tune in water,oz drained,2,60
apple,apple,"medium (3"" dia)",1,94.64
apple pie,Apple pie,"piece (1/8 of 9"" dia)",1,296.25
applepear,Asian pear,"fruit 2-1/4"" high x 2-1/2"" dia",1,51.24
appletini,appletini,cocktail,1,149.11
applejacks,Kellogg Apple Jacks,cup (1 NLEA serving),1,105
applejuice,apple juice,cup,1,114.08
gala apple,gala apple,medium,1,98.04
apple juice,apple juice,cup,1,114.08
applebutter,apple butter,tbsp,1,29.41
green apple,green apple,"medium (3"" dia)",1,94.64
apple cider,apple cider,cup,1,114.08
applefritter,apple fritter,fritter,1,169.53
apple oatmeal,apple cinnamon oatmeal,packet,1,157.38
apple strudel,apfelstrudel,Piece,1,410.43
apple cider vinegar,apple cider vinegar,tbsp,1,3.13
juice,juice,fl oz,8,127.98
lime juice,lime juice,lime yields,1,11
peach juice,peach nectar,cup,1,134.46
grape juice,grape juice,cup,1,151.8
lime juiced,juice from one lime,"lime, juiced (2 tbsp)",1,7.56
lemon juice,lemon juice,tsp,1,0.85
olive juice,pickle juice,fl oz,1,24.82
banana juice,banana juice,cup,1,165.23
juice orange,orange juice,cup,1,111.6
tomato juice,tomato juice,cup,1,41.31
orange juice,orange juice,cup,1,111.6
avocado juice,avocado juice,cup,1,228.77
beetroot juice,beet juice,beet,1,98
pineapple juice,pineapple juice,cup,1,132.5
fresh lemon juice,raw lemon juice,cup,1,53.68
tropicana apple juice,tropicana apple juice,fl oz,10,140
minute maid orange juice,minute maid orange juice,bottle,1,220
cranberry juice cocktail,cranberry juice cocktail,cup,1,140.92
simply orange orange juice,simply orange orange juice,fl oz,8,110
avocado,avocado,"fruit, without skin and seed",1,321.6
avocados,avocado,"fruit, without skin and seed",1,321.6
oil avocado,avocado oil,tbsp,1,123.76
avocado dip,guacamole,tbsp,2,45.26
avocado oil,avocado oil,tbsp,1,123.76
avocado maki,avocado roll,roll,1,321.41
hass avocado,hass avocado,"fruit, without skin and seed",1,227.12
avocado taco,avocado taco,taco,1,122.19
avocado roll,avocado roll,roll,1,321.41
avocado toast,avocado toast,piece,1,188.97
avocado salad,avocado salad,cup,1,105.1
whole avocado,whole avocado,"fruit, without skin and seed",1,227.12
avocado ranch,avocado ranch dressing,tbsp,2,91.25
slimcado avocado,slimcado,fruit,1,162.93
avocado dressing,avocado vinaigrette,tbsp,2,111.35
avocado milkshake,avocado milkshake,fl oz,16,539.6
organic hass avocado,organic hass avocado,"fruit, without skin and seed",1,227.12
avocado ranch dressing,avocado ranch dressing,tbsp,2,91.25
avocado stuffed sweet potatoes,avocado stuffed sweet potato,potato,1,308.83
roll,roll,"roll (2-1/2"" dia)",1,76.44
rolls,roll,"roll (2-1/2"" dia)",1,76.44
egg roll,egg roll,piece,1,222.5
egg rolls,chinese egg roll,piece,1,222.5
large roll,large roll,"large roll or bun (3-1/2"" dia)",1,135.88
small roll,roll,"roll (2-1/2"" dia)",1,76.44
dinner roll,dinner roll,roll (1 oz),1,76.44
rolled oats,oats (dry),cup,0.5,153.5
salmon roll,salmon roll,roll,1,278.05
rolled tacos,beef taquitos,piece,1,120.54
cabbage roll,cabbage rolls,roll,1,228.59
dinner rolls,dinner roll,roll (1 oz),1,76.44
avacado roll,avocado roll,roll,1,321.41
cinnamon roll,cinnamon roll,large,1,290.4
cucumber roll,cucumber roll,roll,1,238.87
california roll,california roll,roll (8 pieces),1,348.54
whole wheat roll,whole wheat roll,roll,1,95.76
vegetable spring rolls,vegetable spring roll,roll,1,148.3
bacon,bacon,slices,3,161.46
baconator,baconator,burger,1,930.6
bacon fat,rendered bacon fat,tsp,1,38.57
back bacon,british back bacon,rasher,1,42.5
bacon bits,bacon bits,tbsp,1,33.32
beef bacon,beef bacon,slice,1,30.42
pork bacon,pork bacon,slices,3,161.46
bacon jerky,bacon jerky,ounce,1,131.04
bacon burger,bacon cheeseburger,item,1,?
turkey bacon,turkey bacon,slice,1,?
bacon panini,bacon panini,sandwich,1,639.17
bacon omelet,bacon omelet,3-egg omelet,1,515.76
bacon whopper,burger king bacon and cheese whopper,g,289,790
bacon sandwich,bacon sandwich,sandwich,1,450
canadian bacon,canadian bacon,slice,1,20.15
uncooked bacon,uncooked bacon,slice raw,1,116.76
meatless bacon,meatless bacon,strip,1,15.45
wendys baconator,wendy's baconator,Serving,1,950
bacon cheeseburger,bacon cheeseburger,item,1,595.02
green beans and bacon,green beans with bacon,cup,1,92.87
black tea,black tea,fl oz,6,1.78
blackberry,blackberry,blackberry,1,2.8
black bean,black bean,cup,1,227.04
black peas,"black-eyed peas, raw",cup,1,561.12
black beans,black bean,cup,1,227.04
blackberries,blackberry,blackberry,1,2.8
black pepper,black pepper,"tsp, ground",1,5.77
black coffee,brewed coffee,cup (8 fl oz),1,2.37
black grapes,black grapes,grape,1,3.42
black olives,black olive,olive,1,4.37
black eyed peas,black eyed peas,cup,1,198.36
dry black beans,uncooked black beans,cup,1,661.54
can black beans,canned black beans,can (15 oz),1,386.98
black beans can,canned black beans,can (15 oz),1,386.98
goya black beans,goya black beans,cup,0.5,130
blackbean burger,black bean burger,burger on bun,1,476.31
black bean burger,black bean burger,burger on bun,1,476.31
ground black pepper,black pepper,"tsp, ground",1,5.77
chipotle black beans,chipotle black beans,oz,4,130
brazilian black beans,feijoada,bowl (2 cups),1,690.94
beans,baked bean,cup,1,?
red beans,red kidney beans,cup,1,224.79
baked beans,baked bean,cup,1,238.76
broad beans,fava bean,cup,0.5,93.5
green beans,green beans,bean,1,2.24
jelly beans,jelly beans,small,10,41.25
white beans,white bean,cup,1,248.81
kidney beans,red kidney beans,cup,1,224.79
string beans,green beans,bean,1,2.24
refried beans,refried bean,cup,1,214.2
bush baked beans,bush's baked beans,cup,1,238.76
canned green beans,"green beans, canned",bean,1,29.7
bushs best baked beans,bushs best baked beans,cup,0.5,140
bagels,bagel,medium bagel,1,277.2
egg bagels,egg bagel,"large bagel (4-1/2"" dia)",1,364.18
ham bagels,ham bagel,bagel,1,511.36
mini bagels,mini bagel,mini bagel,1,118.8
thin bagels,bagel thin,thin bagel,1,110.88
salt bagels,salt bagel,bagel,1,277.2
water bagels,plain bagel,medium bagel,1,277.2
sesame bagels,sesame bagel,bagel,1,317.24
thomas bagels,bagel,medium bagel,1,277.2
cheese bagels,asiago cheese bagel,bagel,1,329.7
spinach bagels,spinach bagel,bagel,1,395.14
multigrain bagels,multigrain bagel,bagel,1,289.2
bageladies bagels,bageladies bagels,bagel,1,195
multi grain bagels,multigrain bagel,bagel,1,289.2
pumpernickel bagels,pumpernickel bagel,bagel,1,270
french toast bagels,french toast bagel,bagel,1,350.61
jalapeno cheese bagels,jalapeno cheddar bagel,bagel,1,382.26
thomas everything bagels,thomas everything bagels,bagel,1,290
dunkin donuts plain bagels,dunkin donuts plain bagel,Bagel,1,300
einstein bros bagels asiago cheese bagel,einstein bros bagels asiago cheese bagel,bagel,1,300
baked fish,fish,medium fillet (6 oz),1,217.6
baked lays,lays baked chips,chips,18,?
baked chips,baked chips,chips,18,?
baked wings,baked chicken wing,drummette,1,87.99
salmon baked,baked salmon fillet,fillet,1,467.62
baked salmon,baked salmon fillet,fillet,1,467.62
baked tilapia,baked tilapia,medium fillet (6 oz),1,217.6
baked chicken,baked chicken,oz,3,187
baked potatoes,baked potato,potato medium,1,160.89
bbq baked beans,baked bean,cup,1,238.76
baked sweet potato,baked sweet potato,medium,1,102.6
baked french fries,baked french fries,fries,10,120.08
baked buffalo wings,baked chicken wing,drummette,1,87.99
baked chicken breast,baked chicken breast,"breast, bone and skin removed",0.5,141.9
baked chicken breast strips,Baked breaded chicken tender,piece,1,384.25
baked breaded chicken breast,baked breaded chicken,piece,1,384.25
bbq,bbq,cup,1,418.32
bbq rib,barbecue ribs,half rack (6 ribs),1,?
pork bbq,bbq,cup,1,?
bbq beef,bbq beef,cup,1,517.18
bbq ribs,barbecue ribs,half rack (6 ribs),1,761.72
bbq pork,bbq,cup,1,418.32
bbq sauce,barbeque sauce,tbsp,2,58.48
bbq turkey,bbq turkey,slice,1,83.35
korean bbq,beef bulgogi,cup,1,333.75
bbq chicken,bbq chicken,piece,1,144.88
bbq brisket,brisket,oz,3,245.65
pringles bbq,pringles bbq,g,25,129
bbq beef ribs,BBQ Beef Ribs,full rack (7 ribs),1,1131.35
bbq drumstick,bbq chicken drumstick,drumstick,1,136.2
bbq pork chops,bbq pork chop,pork chop,1,333.78
bbq pulled pork,bbq,cup,1,418.32
bbq beef brisket,Barbecue beef brisket,Ounce,1,101.39
bbq buffalo wings,Barbecue Buffalo Wings,Ounce,1,81.01
bbq chicken breast,bbq chicken breast,"cup, diced",1,276.33
bison,bison,patty,1,207.06
bison meat,bison,patty,1,207.06
bison patty,bison burger patty,patty,1,248.78
bison steak,bison steak,steak,1,316.83
ground bison,ground bison,serving ( 3 oz ),1,202.3
bison burger,bison burger,burger on bun,1,465.45
bison hamburger,bison burger,burger on bun,1,465.45
bison cheeseburger,bison burger,burger on bun,1,465.45
bison burger patty,bison burger patty,patty,1,248.78
bison burger on bun,bison burger,burger on bun,1,465.45
bison hamburger on bun,bison burger,burger on bun,1,465.45
bison cheeseburger on bun,bison burger,burger on bun,1,465.45
barley,barley,cup,1,193.11
barley raw,uncooked barley,cup,1,704
raw barley,uncooked barley,cup,1,704
barley soup,vegetable barley soup,cup,1,109.98
pearl barley,barley,cup,1,193.11
barley flour,barley flour,cup,1,510.6
cooked barley,barley,cup,1,193.11
pearled barley,barley,cup,1,?
uncooked barley,uncooked barley,cup,1,?
barley uncooked,uncooked barley,cup,1,704
beef barley soup,beef barley soup,bowl (2 cups),1,216.32
chicken barley soup,chicken barley soup,cup,1,131.54
cooked pearl barley,barley,cup,1,193.11
mushroom barley soup,Mushroom Barley Soup,cup,1,185.94
barley mushroom soup,Mushroom Barley Soup,cup,1,185.94
beef and barley soup,beef barley soup,bowl (2 cups),1,216.32
vegetable barley soup,vegetable barley soup,cup,1,109.98
uncooked pearl barley,uncooked barley,cup,1,704
beef vegetable barley soup,vegetable beef barley soup,cup,1,163.45
vegetable beef barley soup,vegetable beef barley soup,cup,1,163.45
beer,all beer,can or bottle,1,153.08
beers,all beer,can or bottle,1,153.08
ipa beer,india pale ale,bottle,1,196.85
beer ipa,india pale ale,bottle,1,196.85
lite beer,light beer,can or bottle (12 fl oz),1,102.66
beer nuts,beer nuts,pieces,34,160
dark beer,stout,bottle,1,196.85
root beer,root beer,can or bottle (12 fl oz),1,151.7
craft beer,higher alcohol beer,bottle,1,196.85
light beer,light beer,can or bottle (12 fl oz),1,102.66
stella beer,stella artois,12 oz bottle,1,153
corona beer,corona extra,12oz Bottle,1,148
ginger beer,ginger beer,can,1,186.36
miller beer,miller genuine draft,can or bottle,1,153.08
pumpkin beer,pumpkin beer,can or bottle,1,153.08
pacifico beer,pacifico clara,can or bottle,1,153.08
blue moon beer,blue moon belgian white,12 oz bottle,1,164
raspberry beer,raspberry beer,can or bottle,1,153.08
budweiser beer,budweiser,fl oz,12,146.37
diet root beer,diet root beer,can (12 fl oz),1,7.1
tomato bisque,tomato bisque soup,bowl (2 cups),1,284.93
lobster bisque,lobster bisque,serving,1,231.6
she crab bisque,she crab soup,bowl (2 cups),1,506.27
tomato bisque soup,tomato bisque soup,bowl (2 cups),1,284.93
lobster bisque soup,lobster bisque,serving,1,231.6
